,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretKills,Team2:TurretKills,Team1:InhibitorKills,Team2:InhibitorKills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
21030,8,2175,3055,2191,3276,2306,2565,2839,2412,1933,1740,13003,11489,6,2,0,0,0,0,1,0,0,0,0,0,6.2,5.8,Team1,EUW1_7192532894,Bronze4
21031,9,2326,3472,2426,3554,2571,3024,3071,2842,2161,1942,14349,13040,6,2,0,0,0,0,1,0,0,0,0,0,6.8,6.4,Team1,EUW1_7192532894,Bronze4
21032,10,2820,3938,2593,3705,2765,3259,4043,3125,2488,2310,15821,15225,6,4,0,0,0,0,1,0,0,0,0,0,7.4,6.6,Team1,EUW1_7192532894,Bronze4
21033,11,3886,4246,2908,3918,2939,3458,4271,3381,2819,2508,17897,16437,7,4,0,0,0,0,1,0,0,0,0,0,7.8,7.4,Team1,EUW1_7192532894,Bronze4
21034,12,5428,4761,3188,4169,3221,3643,5168,3698,3445,3011,20767,18965,8,6,1,0,0,0,1,1,0,0,0,0,8.2,7.8,Team1,EUW1_7192532894,Bronze4
21035,13,6440,5199,3694,4467,3626,3977,5638,4012,3665,3229,23426,20521,10,7,1,0,0,0,1,1,0,0,0,0,8.6,8.0,Team1,EUW1_7192532894,Bronze4
21036,14,6604,5816,4165,5175,3779,4838,5960,4300,4030,3803,25539,22931,12,9,1,0,0,0,1,1,0,0,0,0,9.0,8.6,Team1,EUW1_7192532894,Bronze4
21037,15,7084,6600,4422,5711,4180,5429,6362,4974,4215,3956,27997,24936,13,11,2,0,0,0,1,1,0,0,0,0,9.8,9.2,Team1,EUW1_7192532894,Bronze4
21038,16,7407,7446,4798,6761,4476,5747,6484,5219,4436,4143,30888,26029,16,11,2,0,0,0,1,1,0,0,0,0,10.2,9.4,Team1,EUW1_7192532894,Bronze4
21039,17,7842,8123,5456,7054,4754,5969,6782,5391,5165,4485,33229,27792,17,11,4,0,0,0,1,1,0,0,0,0,10.6,10.0,Team1,EUW1_7192532894,Bronze4
21040,18,7965,8503,5718,7379,5123,6670,7211,5764,5287,4652,34688,29584,18,12,4,0,0,0,2,1,0,0,0,0,10.8,10.4,Team1,EUW1_7192532894,Bronze4
21041,19,9081,9139,6059,7836,5368,6813,7382,5998,5612,4804,37483,30609,20,12,5,0,0,0,2,1,0,0,0,0,11.2,10.4,Team1,EUW1_7192532894,Bronze4
21042,20,9375,10263,6293,8602,5733,7040,7610,6211,5841,5131,40266,31833,24,12,5,0,0,0,2,1,0,0,0,0,11.8,10.8,Team1,EUW1_7192532894,Bronze4
21043,21,10292,10835,6794,8972,6071,7211,7732,6459,5999,5311,42964,32712,24,12,7,0,0,0,2,1,0,0,0,0,12.0,10.8,Team1,EUW1_7192532894,Bronze4
21044,22,10439,11973,6942,9277,6249,7682,7855,6783,6372,5514,44880,34206,24,12,8,0,0,0,2,1,0,0,0,0,12.0,11.4,Team1,EUW1_7192532894,Bronze4
21045,23,10906,12534,7069,9514,6468,8275,8387,8383,6785,5931,46491,37761,26,16,8,0,0,0,2,1,0,0,0,0,12.6,11.8,Team1,EUW1_7192532894,Bronze4
21046,24,11029,12841,7241,9860,6621,8735,8904,8956,7304,6263,47592,40162,26,16,8,1,0,0,2,2,0,0,0,0,12.8,12.2,Team1,EUW1_7192532894,Bronze4
21047,25,11456,13128,7496,10117,6824,8979,10031,9422,7577,6606,49021,42615,26,19,9,1,1,0,2,2,0,0,0,0,13.0,12.6,Team1,EUW1_7192532894,Bronze4
21048,26,11716,13579,7618,10660,6977,9414,10573,9704,7894,6855,50550,44440,26,20,9,1,1,0,2,2,0,0,0,0,13.2,13.4,Team1,EUW1_7192532894,Bronze4
21049,27,12012,14744,7990,11085,7212,9783,10731,9897,8127,7046,53043,45584,29,21,9,1,1,0,2,2,0,0,0,0,13.6,13.4,Team1,EUW1_7192532894,Bronze4
21050,27,12947,15166,8387,11857,7845,9830,10777,9944,8173,7105,56202,45829,31,21,10,1,1,0,2,2,0,0,1,0,14.2,13.4,Team1,EUW1_7192532894,Bronze4
21051,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7191407220,Bronze4
21052,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7191407220,Bronze4
21053,2,542,649,598,598,524,598,611,598,542,539,2911,2888,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7191407220,Bronze4
21054,3,871,1022,915,944,745,927,993,885,913,729,4497,4447,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7191407220,Bronze4
21055,4,1078,1335,1203,1241,923,1369,1785,1148,1157,943,5780,6402,0,1,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team1,EUW1_7191407220,Bronze4
21056,5,1368,1538,1457,1517,1138,1743,2367,1445,1908,1293,7018,8756,0,3,0,0,0,0,0,0,0,0,0,0,4.4,4.4,Team1,EUW1_7191407220,Bronze4
21057,6,1638,2252,1815,2181,1674,2100,2494,1676,2065,1434,9560,9769,2,3,0,0,0,0,0,0,0,0,0,0,5.2,4.8,Team1,EUW1_7191407220,Bronze4
21058,7,2050,2489,2083,2480,1874,2282,2769,1846,2357,1668,10976,10922,2,3,0,0,0,0,0,0,0,0,0,0,5.8,5.0,Team1,EUW1_7191407220,Bronze4
21059,8,2283,3050,2460,2909,2159,2697,3453,2174,2662,1884,12861,12870,3,4,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team1,EUW1_7191407220,Bronze4
21060,9,2660,3172,2766,3299,2375,2876,3713,2437,2831,2054,14272,13911,3,4,0,0,0,0,0,0,0,0,0,0,6.6,6.2,Team1,EUW1_7191407220,Bronze4
21061,10,2915,3520,3003,4317,2774,3203,4081,2664,3313,2367,16529,15628,5,5,0,0,0,0,1,0,0,0,0,0,7.2,6.6,Team1,EUW1_7191407220,Bronze4
21062,11,3080,3886,3609,4932,3100,3764,4328,2920,3538,2567,18607,17117,6,5,0,0,0,0,1,0,0,0,0,0,7.8,7.0,Team1,EUW1_7191407220,Bronze4
21063,12,3657,4482,3822,5178,3334,3921,4864,3126,3785,2850,20473,18546,8,6,0,0,0,0,1,0,0,0,0,0,8.4,7.4,Team1,EUW1_7191407220,Bronze4
21064,13,3884,4784,4576,5595,3749,4277,5436,3709,4077,3067,22588,20566,9,8,0,0,0,0,1,0,0,0,0,0,8.6,8.0,Team1,EUW1_7191407220,Bronze4
21065,14,4241,5555,5299,6110,4251,4421,6553,3997,4220,3598,25456,22789,12,10,0,0,0,0,1,0,0,0,0,0,9.2,8.4,Team1,EUW1_7191407220,Bronze4
21066,15,4538,5677,5638,6315,4404,4634,7235,4266,4529,3769,26572,24433,12,11,0,0,0,0,1,0,0,0,0,0,9.6,9.0,Team1,EUW1_7191407220,Bronze4
21067,16,5308,5885,6937,6791,4738,4946,7482,4508,5330,4400,29659,26666,15,13,1,0,0,0,1,0,0,0,0,0,10.0,9.6,Team1,EUW1_7191407220,Bronze4
21068,17,5871,6116,7364,7013,5260,5434,8339,4937,5514,4617,31624,28841,15,14,3,0,0,0,1,0,0,0,0,0,10.4,10.0,Team1,EUW1_7191407220,Bronze4
21069,18,6230,6542,7873,7331,5445,6177,8950,6196,5845,4898,33421,32066,16,15,3,2,0,0,2,0,0,0,0,0,10.8,10.2,Team1,EUW1_7191407220,Bronze4
21070,19,7377,7102,8169,7453,5598,6299,9181,6389,6361,5060,35699,33290,18,15,3,2,0,0,2,0,0,0,0,0,11.0,10.6,Team1,EUW1_7191407220,Bronze4
21071,20,7676,7259,8507,8027,6027,6540,9373,6933,6819,5319,37496,34984,19,16,3,2,0,0,2,0,0,0,0,0,11.6,11.0,Team1,EUW1_7191407220,Bronze4
21072,21,8430,7601,8903,8543,6421,6678,9635,7605,7048,5547,39898,36513,22,17,3,2,0,0,2,0,0,0,0,0,12.0,11.4,Team1,EUW1_7191407220,Bronze4
21073,22,9193,7914,9666,9105,6874,6875,9997,8145,7305,6214,42752,38536,25,19,4,2,0,0,2,0,0,0,0,0,12.4,11.6,Team1,EUW1_7191407220,Bronze4
21074,23,9442,8266,10760,9967,7219,7098,10497,8613,7587,6472,45654,40267,27,19,5,2,0,0,2,1,0,0,0,0,12.8,12.2,Team1,EUW1_7191407220,Bronze4
21075,24,9967,8752,11891,10186,7557,7262,10620,8951,7845,6624,48353,41302,29,19,6,2,0,0,2,1,0,0,0,0,13.2,12.2,Team1,EUW1_7191407220,Bronze4
21076,25,10853,8968,12287,10646,8059,7689,11168,9789,8193,6818,50813,43657,32,22,7,2,0,0,2,1,0,0,0,0,13.4,12.6,Team1,EUW1_7191407220,Bronze4
21077,26,11002,9383,12410,10768,8211,8855,12217,10423,8363,7081,51774,46939,32,25,7,2,0,0,2,1,0,0,0,0,13.6,13.2,Team1,EUW1_7191407220,Bronze4
21078,27,11125,9920,13103,10972,8371,8977,12445,10665,8820,7234,53491,48141,32,25,7,2,0,0,2,1,0,0,0,0,13.8,13.4,Team1,EUW1_7191407220,Bronze4
21079,28,11454,10120,13749,12566,8899,9300,12657,11173,9119,7697,56788,49946,36,27,7,2,1,0,2,1,0,0,0,0,14.4,13.8,Team1,EUW1_7191407220,Bronze4
21080,29,11576,10611,13922,12744,9106,9478,13621,11470,9388,8559,57959,52516,37,30,7,2,1,0,3,1,0,0,0,0,14.4,14.2,Team1,EUW1_7191407220,Bronze4
21081,30,12033,10828,14425,13016,9258,9769,13899,12479,10094,9107,59560,55348,38,31,7,3,1,0,3,1,0,0,0,0,15.0,14.4,Team1,EUW1_7191407220,Bronze4
21082,31,12608,11429,14987,13632,9722,10100,14127,12915,10607,9275,62378,57024,38,31,7,3,1,0,3,1,0,0,1,0,15.2,14.6,Team1,EUW1_7191407220,Bronze4
21083,32,12972,11587,15655,14526,9916,10547,14501,13559,11137,9574,64656,59318,41,34,7,3,1,0,3,1,0,0,1,0,15.8,15.4,Team1,EUW1_7191407220,Bronze4
21084,33,13144,11944,16193,14968,10189,10745,14957,14251,11281,9865,66438,61099,42,35,8,3,1,0,3,1,0,0,1,0,15.8,15.8,Team1,EUW1_7191407220,Bronze4
21085,34,13603,12591,16971,15888,10720,10985,15285,14526,11403,10022,69773,62221,45,35,9,3,2,0,3,1,0,0,1,0,16.2,15.8,Team1,EUW1_7191407220,Bronze4
21086,34,13669,12657,17037,15955,10840,11001,15301,14543,11419,10042,70158,62306,45,35,10,3,2,0,3,1,0,0,1,0,16.2,15.8,Team1,EUW1_7191407220,Bronze4
21087,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7150643029,Bronze4
21088,1,500,500,500,500,505,500,505,500,500,500,2505,2505,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7150643029,Bronze4
21089,2,563,611,598,584,544,612,616,556,584,546,2900,2914,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7150643029,Bronze4
21090,3,857,1022,927,948,734,920,998,867,941,752,4488,4478,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7150643029,Bronze4
21091,4,1120,1335,1155,1218,924,1169,1400,1130,1246,959,5752,5904,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team1,EUW1_7150643029,Bronze4
21092,5,1410,1938,1729,1557,1129,1515,1638,1336,1606,1129,7763,7224,1,0,0,0,0,0,0,0,0,0,0,0,4.4,4.4,Team1,EUW1_7150643029,Bronze4
21093,6,1690,2289,2037,1764,1285,1785,2006,1609,1799,1299,9065,8498,1,0,0,0,0,0,0,0,0,0,0,0,5.0,4.8,Team1,EUW1_7150643029,Bronze4
21094,7,2095,2731,2201,2315,1655,2068,2184,1899,2075,1513,10997,9739,3,0,0,0,0,0,0,0,0,0,0,0,5.6,5.6,Team1,EUW1_7150643029,Bronze4
21095,8,2411,2982,2611,2673,2229,2531,2387,2189,2525,1877,12906,11509,4,1,0,0,0,0,0,1,0,0,0,0,5.8,6.0,Team1,EUW1_7150643029,Bronze4
21096,9,2774,3300,3099,2831,2399,2922,2879,2531,2957,2203,14403,13492,4,1,0,0,0,0,0,1,0,0,0,0,6.6,7.0,Team1,EUW1_7150643029,Bronze4
21097,10,3043,3683,3382,3156,2667,3149,3201,2967,3247,2399,15931,14963,4,1,0,0,0,0,0,1,0,0,0,0,7.0,7.0,Team1,EUW1_7150643029,Bronze4
21098,11,3334,4113,3673,3665,3545,3445,3956,3296,3670,2829,18330,17196,7,3,0,0,0,0,0,1,0,0,0,0,7.8,7.4,Team1,EUW1_7150643029,Bronze4
21099,12,3610,4625,4370,3850,3748,3806,4258,3593,4351,3301,20203,19309,8,4,0,0,0,0,0,1,0,0,0,0,8.0,8.0,Team1,EUW1_7150643029,Bronze4
21100,13,4033,4845,4805,4185,4084,4098,4533,3809,4634,3519,21952,20593,8,4,0,0,0,0,0,1,0,0,0,0,8.6,8.4,Team1,EUW1_7150643029,Bronze4
21101,14,4268,5198,5141,4815,4495,4650,4656,4181,4981,3773,23917,22241,9,4,0,0,0,0,1,1,0,0,0,0,9.0,8.8,Team1,EUW1_7150643029,Bronze4
21102,15,4551,5505,5425,5126,4827,5052,4993,4555,5132,4048,25434,23780,9,4,0,0,0,0,1,1,0,0,0,0,9.4,9.2,Team1,EUW1_7150643029,Bronze4
21103,16,4877,5662,5807,5396,5029,5775,5471,4933,5516,4713,26771,26408,9,6,0,0,0,0,1,1,0,0,0,0,9.8,9.6,Team1,EUW1_7150643029,Bronze4
21104,17,5083,5915,6119,6176,5347,6581,5890,5315,5731,4965,28640,28482,10,6,1,0,0,0,1,1,0,0,0,0,10.0,10.2,Team1,EUW1_7150643029,Bronze4
21105,18,5415,6417,7058,6789,5699,7431,6212,5529,6174,5727,31378,31073,12,8,2,1,0,0,1,1,0,0,0,0,10.8,10.6,Team1,EUW1_7150643029,Bronze4
21106,19,5839,6704,7404,7505,6027,7685,6540,5882,6353,5935,33479,32395,12,8,3,1,0,0,1,1,0,0,0,0,10.8,11.0,Team1,EUW1_7150643029,Bronze4
21107,20,6696,7138,7611,7627,6214,7808,6857,6241,6800,6088,35286,33794,13,9,3,1,0,0,1,2,0,0,0,0,11.4,11.2,Team1,EUW1_7150643029,Bronze4
21108,21,7101,7473,8001,7938,6448,8314,7612,6414,6972,6290,36961,35602,14,9,3,2,0,0,1,2,0,0,0,0,11.6,11.4,Team1,EUW1_7150643029,Bronze4
21109,22,7614,7671,8198,8262,6822,8787,7933,6536,7462,6614,38567,37332,15,10,3,2,0,0,1,2,0,0,0,0,11.8,11.6,Team1,EUW1_7150643029,Bronze4
21110,23,8692,8620,9054,8709,7913,8909,8055,6658,7612,6809,42988,38043,18,10,4,2,0,0,1,2,0,0,1,0,12.8,11.6,Team1,EUW1_7150643029,Bronze4
21111,24,8850,8823,9219,8851,8107,9268,8517,6898,8185,7056,43850,39924,18,11,4,2,0,0,1,2,0,0,1,0,13.4,12.4,Team1,EUW1_7150643029,Bronze4
21112,25,9739,9593,10234,9530,8485,9412,8715,7138,8385,7229,47581,40879,23,11,5,2,1,0,1,2,0,0,1,0,14.0,12.4,Team1,EUW1_7150643029,Bronze4
21113,25,9938,9840,10475,9708,8698,9469,8772,7195,8442,7301,48659,41179,23,11,7,2,1,0,1,2,0,0,1,0,14.0,12.4,Team1,EUW1_7150643029,Bronze4
21114,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7149636784,Bronze4
21115,1,500,500,500,500,512,500,500,500,500,500,2512,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7149636784,Bronze4
21116,2,542,611,563,563,552,521,611,626,598,539,2831,2895,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7149636784,Bronze4
21117,3,906,993,727,941,722,643,937,934,983,724,4289,4221,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.2,Team1,EUW1_7149636784,Bronze4
21118,3,1200,1297,874,1614,1111,748,1317,1130,1151,860,6096,5206,1,0,0,0,0,0,0,0,0,0,0,0,3.4,3.0,Team1,EUW1_7149636784,Bronze4
21119,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7149581859,Bronze4
21120,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7149581859,Bronze4
21121,2,550,611,598,563,524,602,596,605,598,539,2846,2940,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7149581859,Bronze4
21122,3,697,993,969,906,724,916,1022,948,920,760,4289,4566,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.6,Team2,EUW1_7149581859,Bronze4
21123,4,1002,1315,1246,1092,887,1261,1395,1218,1556,901,5542,6331,0,1,0,0,0,0,0,0,0,0,0,0,3.2,3.6,Team2,EUW1_7149581859,Bronze4
21124,5,1390,1437,1473,1312,1135,1558,1518,1822,1881,1098,6747,7877,1,2,0,0,0,0,0,0,0,0,0,0,3.8,4.2,Team2,EUW1_7149581859,Bronze4
21125,6,1739,2135,1788,1603,1327,2139,1790,2050,2074,1328,8592,9381,2,2,0,0,0,0,0,1,0,0,0,0,4.8,5.0,Team2,EUW1_7149581859,Bronze4
21126,7,1987,2400,1952,1816,1482,2929,2099,2326,2322,1569,9637,11245,2,3,0,0,0,0,0,1,0,0,0,0,5.0,5.6,Team2,EUW1_7149581859,Bronze4
21127,8,2256,2633,2095,2328,1729,3564,2539,2975,2625,1965,11041,13668,2,4,0,0,0,0,0,1,0,0,0,0,5.4,6.2,Team2,EUW1_7149581859,Bronze4
21128,9,2619,3595,3017,3005,1974,3871,2766,3125,2903,2108,14210,14773,5,4,0,0,0,0,0,1,0,0,0,0,6.2,6.4,Team2,EUW1_7149581859,Bronze4
21129,10,2825,3932,3258,3437,2319,5524,3114,3420,3333,2376,15771,17767,6,4,0,1,0,0,0,1,0,0,0,0,6.6,7.0,Team2,EUW1_7149581859,Bronze4
21130,11,3254,4203,3458,3829,2618,6214,3426,4076,3657,2714,17362,20087,6,6,0,1,0,0,0,1,0,0,0,0,7.2,7.4,Team2,EUW1_7149581859,Bronze4
21131,12,3481,4510,3749,4327,2892,6882,3600,4382,4032,2928,18959,21824,7,6,0,1,0,0,0,2,0,0,0,0,7.6,8.0,Team2,EUW1_7149581859,Bronze4
21132,13,3828,4675,3976,4499,3083,7118,3952,4549,5157,3239,20061,24015,7,8,0,1,0,0,0,2,0,0,0,0,8.0,8.6,Team2,EUW1_7149581859,Bronze4
21133,14,4169,5077,4746,4918,3255,7639,4598,4996,5821,3785,22165,26839,9,9,0,2,0,0,0,2,0,0,0,0,8.2,9.0,Team2,EUW1_7149581859,Bronze4
21134,15,4494,5928,4960,5111,3654,8466,5065,5411,5994,4063,24147,28999,10,10,0,3,0,0,0,2,0,0,0,0,9.0,9.4,Team2,EUW1_7149581859,Bronze4
21135,16,4638,6330,5670,5429,3806,10051,5519,5938,6407,4407,25873,32322,11,11,0,5,0,0,0,2,0,0,0,0,9.2,9.8,Team2,EUW1_7149581859,Bronze4
21136,17,5254,7294,6281,6265,4525,10601,5792,6175,6750,4584,29619,33902,14,11,1,6,0,0,0,3,0,0,0,0,10.0,10.0,Team2,EUW1_7149581859,Bronze4
21137,18,5401,7780,6431,6573,4678,11080,6425,6570,7014,4742,30863,35831,14,11,1,6,0,0,0,3,0,0,0,0,10.4,10.6,Team2,EUW1_7149581859,Bronze4
21138,19,5697,8137,6997,7414,4933,11383,6838,6692,7296,4904,33178,37113,16,11,1,6,0,0,0,3,0,0,0,0,10.6,11.0,Team2,EUW1_7149581859,Bronze4
21139,20,5915,8709,7120,7642,5431,11848,7223,7284,8184,5670,34817,40209,17,13,1,7,0,0,0,3,0,0,0,0,11.0,11.2,Team2,EUW1_7149581859,Bronze4
21140,21,6350,9244,7535,8711,5768,12233,7572,7441,8467,5823,37608,41536,19,13,2,7,0,0,0,3,0,0,0,0,11.6,11.4,Team2,EUW1_7149581859,Bronze4
21141,22,6557,9366,7790,8985,5950,12746,7710,7787,8589,5985,38648,42817,19,13,2,7,0,0,0,3,0,0,0,0,11.8,11.6,Team2,EUW1_7149581859,Bronze4
21142,23,7106,9757,8425,9827,6310,13408,8518,8209,9011,6601,41425,45747,21,14,2,7,0,0,1,3,0,0,0,1,12.0,12.6,Team2,EUW1_7149581859,Bronze4
21143,24,7229,10478,8742,10084,6477,14056,8801,8346,9225,6828,43010,47256,22,14,2,7,0,0,1,3,0,0,0,1,12.4,12.8,Team2,EUW1_7149581859,Bronze4
21144,25,7824,11171,8865,10471,6829,14584,9129,8552,9382,6980,45160,48627,24,14,2,7,0,0,1,3,0,0,0,1,12.8,13.0,Team2,EUW1_7149581859,Bronze4
21145,26,8157,11566,9265,11134,7078,14901,9678,8674,9504,7133,47200,49890,25,14,2,7,1,0,1,3,0,0,0,1,13.4,13.2,Team2,EUW1_7149581859,Bronze4
21146,27,8329,12018,9529,11582,7310,15065,9824,8981,9829,7325,48768,51024,26,14,2,7,1,0,1,3,0,0,0,1,13.6,13.2,Team2,EUW1_7149581859,Bronze4
21147,28,8557,12155,9652,11706,7463,15969,11126,9404,9952,8119,49533,54570,26,18,2,7,1,0,1,4,0,0,0,1,13.6,13.8,Team2,EUW1_7149581859,Bronze4
21148,29,8818,12666,9930,12295,7751,16653,11913,10045,10224,8442,51460,57277,28,20,2,8,1,0,1,4,0,0,0,1,14.0,14.0,Team2,EUW1_7149581859,Bronze4
21149,29,8897,12869,10189,12373,7849,17755,12670,10223,10403,9081,52177,60132,28,23,3,9,1,1,1,4,0,0,0,1,14.0,14.6,Team2,EUW1_7149581859,Bronze4
21150,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7147355895,Bronze4
21151,1,500,500,500,500,500,500,500,500,505,500,2500,2505,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7147355895,Bronze4
21152,2,563,621,626,589,524,603,611,563,526,566,2923,2869,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7147355895,Bronze4
21153,3,885,937,976,981,734,946,998,822,802,766,4513,4334,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.6,Team2,EUW1_7147355895,Bronze4
21154,4,1127,1335,1260,1202,916,1174,1390,1078,981,957,5840,5580,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.4,Team2,EUW1_7147355895,Bronze4
21155,5,1354,1777,1846,1506,1086,1511,2013,1289,1327,1157,7569,7297,2,1,0,0,0,0,0,0,0,0,0,0,4.2,4.2,Team2,EUW1_7147355895,Bronze4
21156,6,1599,2085,2154,1933,1297,1739,2265,1517,1513,1298,9068,8332,2,1,0,0,0,0,0,0,0,0,0,0,4.8,4.6,Team2,EUW1_7147355895,Bronze4
21157,7,1791,2351,2730,2209,1477,2083,2671,1746,1913,1543,10558,9956,3,1,0,0,0,0,1,0,0,0,0,0,5.6,5.6,Team2,EUW1_7147355895,Bronze4
21158,8,2066,2564,3048,2575,1690,2344,3000,2077,2119,1743,11943,11283,3,1,0,0,0,0,1,0,0,0,0,0,6.0,6.2,Team2,EUW1_7147355895,Bronze4
21159,9,2373,3313,3572,2938,1842,2721,3341,2284,2298,1920,14038,12564,5,1,0,0,0,0,1,0,0,0,0,0,6.6,6.4,Team2,EUW1_7147355895,Bronze4
21160,10,2579,3435,3807,3248,2015,3363,3654,2490,2560,2132,15084,14199,5,2,0,0,0,0,1,0,0,0,0,0,7.0,6.8,Team2,EUW1_7147355895,Bronze4
21161,11,2903,3887,4076,3600,2207,3764,4120,3093,2933,2285,16673,16195,5,3,0,0,0,0,1,0,0,0,0,0,7.6,7.4,Team2,EUW1_7147355895,Bronze4
21162,12,3131,4221,4325,3778,2453,4141,4464,3329,3758,2772,17908,18464,5,4,0,0,0,0,1,0,0,0,0,0,8.0,7.8,Team2,EUW1_7147355895,Bronze4
21163,13,3728,4693,4634,4319,2826,4945,5061,3556,4162,3046,20200,20770,8,7,0,0,0,0,1,1,0,0,0,0,8.4,8.4,Team2,EUW1_7147355895,Bronze4
21164,14,4308,4965,5007,4719,3044,5373,5737,3742,4314,3270,22043,22436,8,8,0,0,0,0,1,1,0,0,0,0,8.6,8.8,Team2,EUW1_7147355895,Bronze4
21165,15,4619,5705,5711,4917,3374,5782,6174,3991,4743,3573,24326,24263,10,9,0,0,0,0,1,1,0,0,0,0,9.2,9.0,Team2,EUW1_7147355895,Bronze4
21166,16,4742,6075,6109,5520,3613,6353,7266,4492,5182,3813,26059,27106,11,10,0,1,0,0,1,1,0,0,0,0,9.4,9.6,Team2,EUW1_7147355895,Bronze4
21167,17,4920,6346,6428,5834,4266,7412,7745,5314,5354,4391,27794,30216,12,14,1,1,0,0,1,1,0,0,0,0,10.2,10.0,Team2,EUW1_7147355895,Bronze4
21168,18,5238,6469,6592,5956,4507,7851,8187,5771,5838,4588,28762,32235,12,15,1,1,0,0,1,2,0,0,0,0,10.4,10.2,Team2,EUW1_7147355895,Bronze4
21169,19,5944,6641,6914,6130,4737,8240,9182,6309,6599,5153,30366,35483,13,18,2,2,0,0,1,2,0,0,0,0,10.4,11.2,Team2,EUW1_7147355895,Bronze4
21170,20,6387,6888,7560,7081,4890,8620,9705,6849,6870,5305,32806,37349,15,20,2,2,0,0,1,2,0,0,0,0,10.8,11.2,Team2,EUW1_7147355895,Bronze4
21171,21,6635,7039,7871,7274,5119,9216,10579,7382,7250,5632,33938,40059,15,22,2,2,0,0,1,2,0,0,0,0,11.4,12.0,Team2,EUW1_7147355895,Bronze4
21172,22,6757,7231,7994,8123,5335,10380,11080,7981,7705,5926,35440,43072,16,25,2,3,0,0,1,2,0,0,0,0,11.4,12.6,Team2,EUW1_7147355895,Bronze4
21173,23,7184,7554,8579,8886,5835,10775,11403,8452,7833,6294,38038,44757,17,27,4,3,0,0,1,2,0,0,0,0,11.6,12.8,Team2,EUW1_7147355895,Bronze4
21174,24,7309,7676,8702,9161,6030,11824,12086,9700,8019,6551,38878,48180,17,30,4,4,0,0,1,3,0,0,0,0,11.6,13.4,Team2,EUW1_7147355895,Bronze4
21175,25,7535,8415,9152,9808,6381,12372,12403,9987,8390,7003,41291,50155,19,32,4,4,0,0,1,3,0,0,0,0,12.2,13.8,Team2,EUW1_7147355895,Bronze4
21176,26,8042,8650,9338,10862,6533,12990,13229,10560,8694,7606,43425,53079,21,33,5,5,0,1,1,3,0,0,0,0,12.8,13.8,Team2,EUW1_7147355895,Bronze4
21177,27,8338,9074,9496,11318,6686,13668,13687,10791,9005,7759,44912,54910,21,34,5,5,0,1,1,3,0,0,0,0,13.2,14.2,Team2,EUW1_7147355895,Bronze4
21178,28,8648,9321,9806,11698,6852,14180,14718,11465,9733,8211,46325,58307,21,35,5,5,0,1,1,3,0,0,0,1,13.4,14.8,Team2,EUW1_7147355895,Bronze4
